epoch,mean_episode_reward,mean_jain_index,total_policy_loss,total_value_loss
441,1327.5486213102695,0.7499514883501834,16.664427693928644,894.1127826427397
442,1358.2257342705586,0.7987465364769689,18.04870051243916,916.6691474448342
443,1376.0683645205172,0.8158148476525751,18.807629102225928,927.9168044036091
444,1379.1943976390735,0.8145629850945846,18.05366451335925,916.6898013289382
445,1328.4056932132119,0.8125961925586895,17.065073406208334,872.5462286403074
446,1333.8025177478162,0.8404362382855816,17.98339001221065,809.7262044953803
447,1304.113673650706,0.8592516620453459,17.000902618672338,800.7408784954994
448,1320.6152366214426,0.8398847729480732,17.1062781248183,747.3798586987712
449,1302.5742073029062,0.8462804116309239,15.51328439128663,764.9988482171871
450,1301.9850733351057,0.8573302107192668,15.737198525351292,819.5644654161408
451,1305.741808414543,0.8487420998967617,15.859496028383576,841.2963865775963
452,1307.207610524314,0.8495539337208394,15.157504340576821,814.7803498755584
453,1265.1294523703232,0.8845454685845782,13.913641105185537,787.0641419637221
454,1243.5772344032473,0.902443956123467,13.618691426893509,836.9738248706715
455,1223.3725156759313,0.908023839367943,12.783344373633751,922.779789981607
456,1187.744563105046,0.9142202535724835,13.41712125456585,939.331753879667
457,1182.1859333387147,0.911623839577815,13.460932726544959,933.4516738145275
458,1211.102306842562,0.95,12.903440941537125,878.6595546313644
459,1208.4538453920243,0.95,12.099766373567395,944.224226849127
460,1258.7848698143175,0.9389282351658401,12.66874945275267,1009.3600917742685
461,1247.4110375846928,0.9348566279637929,12.087068538804026,968.7698225465539
462,1227.9327112327126,0.9103778226285477,12.121152007063252,937.9708933042082
463,1234.946288586435,0.8792599097044752,12.45203223927771,971.3120517685652
464,1175.1342193092914,0.8867410411014266,13.679701231751002,922.9264110209169
465,1225.3113909144226,0.8951214212887475,12.974689375992593,920.6956479146087
466,1242.0611982900743,0.8966415291169957,13.513445368438962,883.8687041914341
467,1247.1420230111567,0.8683672391788961,13.402219307090261,847.7123985328425
468,1225.0761247334638,0.8930891026831049,14.49352942768453,872.0779233691296
469,1192.3067417932864,0.8867609336892089,15.706627127663713,877.7465999147258
470,1261.8866279927372,0.8946272904770963,15.898676244153744,865.3819413466258
471,1265.8928551362058,0.8915778937494855,16.606784920842333,903.6500340184092
472,1242.3131713209673,0.86495323467833,14.770579547739036,923.9696870949109
473,1209.212173135751,0.8218954228192803,15.15915815227,1023.6896677922225
474,1209.0300457895544,0.8386652383083132,15.240987510817567,1019.7340816645768
475,1236.6023402791875,0.8328597474245402,15.50837982488947,1032.6019939124174
476,1216.559626669896,0.8527005944152706,15.333420068194062,1002.3721875327036
477,1232.6549219770081,0.8347312347794499,15.36160122556319,1002.0074276669354
478,1265.2317889519554,0.844225199437049,15.336574266818046,1034.718079634947
479,1306.9380154224748,0.8553814055640863,15.346926886661427,982.2446303409405
480,1274.9846055302137,0.8492769114769929,14.737414684502143,974.7657782215226
481,1276.684103277127,0.8598707665641275,14.666915906443052,994.2258439745707
482,1278.6183357214306,0.8203614352370501,13.727580512624296,988.4623417457061
483,1242.3274934361975,0.8323600098369741,15.258331344967994,1037.2128158135988
484,1235.9242073082912,0.8621745325739731,15.406998802170106,1023.7293769688772
485,1217.522127402063,0.8561251388442106,15.018821983628877,1030.5460258638966
486,1222.339346833559,0.8561860592472789,15.455760153375227,1078.1718768553503
487,1250.8259708967987,0.8264880998782808,12.901839018473272,1115.5446733049212
488,1209.819609944336,0.8219927918404271,11.731725992413912,1043.4654558017203
489,1226.0634917904797,0.83717589504648,11.155215591687192,939.823764115924
490,1209.6761583429052,0.845011975154531,9.676304022913063,947.1581609070902
491,1209.2168628677152,0.8565978051465527,9.795884391327217,908.235403271828
492,1245.11400791765,0.8534272136860133,9.768579851817284,870.9046849089001
493,1231.8155403819048,0.8357311594054753,9.595633791893862,939.3730241145938
494,1190.6585060939642,0.8034599314479405,11.06680411938747,931.0000770285192
495,1170.5863239341668,0.824258025195862,10.461188579650607,1004.0404655703966
496,1190.9241000743448,0.814499797032948,12.61849679291611,979.811868650263
497,1213.186961234624,0.8204856486410778,13.920238082314908,1042.2723165193372
498,1214.147085706597,0.8054172912341541,14.380210225254025,1015.1637017292529
499,1274.5487031323955,0.8081479978558088,14.014888673941917,1022.5509139638492
500,1234.1349144465046,0.7887157170855957,15.215302581886341,996.2751428049934
